,Age,Civil,Can/US,Income
166,56.170298,17.986676,15.134057,53163.15
167,30.055284,27.107416,3.837058,123847.05
168,53.397096,16.538715,7.051733,93270.86
169,52.824172,12.041059,15.38267,57030.91
170,34.531009,3.690353,2.940997,93143.56
171,57.817455,19.322807,17.096173,96669.69
172,58.693538,16.110332,4.921218,87930.65
173,40.709688,18.605908,10.397561,20446.77
174,22.69994,16.03649,5.809087,54869.87
175,34.743114,32.100487,7.847688,34229.64
176,37.213113,26.74344,14.2263,65443.95
177,21.616019,17.82142,5.738056,80598.83
178,39.707399,25.466297,7.074679,47752.3
179,68.372127,6.340157,14.149149,73505.86
180,60.663457,15.637621,4.30964,50772.7
181,43.434582,17.148283,5.733139,73619.8
182,50.105339,22.49615,7.739248,92076.16
183,53.987186,31.314282,9.758278,36708.99
184,35.707678,12.820443,6.496943,109603.18
185,40.427217,25.662145,8.116369,42753.17
186,41.332177,12.330619,9.982604,39698.25
187,54.483711,17.445562,4.756357,59857.71
188,22.266738,17.880568,5.528599,83906.43
189,42.143168,21.682475,2.998114,111518.49
190,51.601622,24.113002,7.9854,55758.87
191,21.020907,14.618206,10.695856,70821.99
192,28.678523,14.690853,19.226273,93354.75
193,31.99181,19.250842,17.95209,37705.19
194,55.272335,22.870961,10.230446,32429.15
195,67.414833,14.683638,13.045073,64927.44
196,51.209882,14.076289,5.260494,57158.36
197,51.416336,27.476069,16.935491,97630.81
198,36.384225,24.215937,3.010109,88715.23
199,24.165523,6.479408,5.500489,48642.57
200,25.243165,22.162632,8.137608,65433.04
201,42.779402,25.312568,10.181995,95080.9
202,45.839844,18.066638,2.909251,76885.0
203,52.781639,12.403838,10.903831,97475.15
204,45.460867,16.707282,13.240279,40406.02
205,33.530826,9.550647,15.314081,78684.99
206,33.09696,17.954737,12.803905,80038.22
207,63.10084,10.474163,8.389332,87961.89
208,59.303737,25.258884,12.590891,50814.43
209,60.699025,26.718278,9.562104,99361.96
210,50.949546,2.519744,10.39135,101069.29
211,9.071568,10.715894,6.527925,112354.55
212,63.754882,32.161269,2.852049,54305.36
213,42.115772,16.413486,6.384388,63824.39
214,53.243679,23.211033,1.168979,129199.65
215,67.402009,18.339233,8.375809,61248.81
216,63.297062,13.234343,9.89261,77623.54
217,39.75041,33.114517,15.39258,72728.54
218,43.34534,24.808736,13.509968,79158.15
219,16.333833,17.126176,10.218113,77051.06
220,40.627589,13.549044,14.020912,123172.64
221,38.920293,20.475894,4.685779,92757.09
222,52.500228,19.256359,4.255152,161580.98
223,25.054636,19.037756,5.963825,63436.4
224,28.095221,16.441541,13.133534,71508.83
225,60.499642,23.444793,13.492113,118973.42
226,44.572879,25.519508,7.660573,40912.59
227,41.53169,19.0315,12.506888,108355.72
228,38.859059,19.608731,5.29201,100592.37
229,46.940614,13.55344,6.489085,35553.19
230,54.442997,21.75833,12.610345,104756.31
231,37.69452,26.299609,8.803627,69623.96
232,56.777906,25.178485,6.622851,49470.16
233,65.421347,22.570882,7.059284,74028.37
234,49.091281,21.744278,11.976184,67947.07
235,60.95953,10.19322515,9.44906937,84489.63
236,64.56386,19.41503159,14.62301892,107319.89
237,48.48886,18.55033211,8.60090049,78283.09
238,56.86927,16.11066166,12.26160394,14089.77
239,83.24577,21.96944991,12.89181092,43872.43
240,39.81998,22.55381297,10.32551226,85592.51
241,69.81628,14.42379672,15.40911677,79259.58
242,38.2551,12.29829127,8.41067368,26050.5
243,54.68819,20.34080703,10.07023813,102683.42
244,67.94553,28.19969228,13.50890124,76709.43
245,51.97142,25.61979829,15.76169652,91430.69
246,35.4099,23.46417216,3.99601029,125115.28
247,57.00483,25.938645,8.97045554,130660.51
248,57.79988,20.00770866,9.66201308,138915.32
249,59.68097,9.62840295,10.66207036,157191.17
250,38.29458,19.109503,13.13677329,58971.11
251,34.34852,13.85352057,8.91386744,77338.11
252,57.92692,33.84463724,13.23571665,50882.4
253,48.68646,20.79404352,4.05464296,77126.08
254,26.50946,3.57120788,9.23724997,57131.05
255,39.13156,4.74754332,10.08578768,90495.75
256,55.5588,0.05328445,11.49619237,54192.73
257,23.57445,14.82474124,6.9708276,78510.9
258,74.05699,17.97696338,12.9868994,58433.51
259,56.26217,18.4352735,10.50582719,56369.8
260,41.09258,16.03380216,8.4242371,76569.46
261,39.71279,12.94535153,8.12468837,59442.52
262,57.80929,2.65661913,12.61567514,122026.15
263,72.47462,19.10152018,14.72026446,72672.82
264,56.71353,20.49382554,9.58318838,20156.77
265,60.26954,25.38322283,5.07184622,89917.17
266,30.54751,16.75004846,14.01654824,110476.25
267,50.80702,26.51806928,12.23870682,98149.06
268,36.30028,29.00566235,8.04242724,82005.24
269,19.98992,13.64030473,8.32780307,56981.36
270,55.30474,4.48479798,-0.09183174,59080.92
271,57.19498,16.30601633,10.12282957,96466.38
272,68.99758,15.05334309,11.41859256,51798.78
273,66.19878,21.42830047,5.24878578,49695.58
274,37.63269,22.22475852,19.34387263,88642.26
275,51.66674,25.14638453,8.60459768,84413.89
276,65.57105,14.26755012,12.7411953,62160.64
277,37.44747,19.0379331,8.99377009,78520.99
278,31.30254,25.59448323,5.89657515,87496.89
279,25.60262,13.33641739,14.82297552,79977.51
280,30.06625,18.70680145,2.40675321,69354.3
281,48.08709,33.04829252,11.97400595,91904.87
282,58.28719,17.353654,14.7077236,78003.13
283,15.89852,24.353015,10.4408958,55696.43
284,14.64695,19.814062,13.6783169,57124.21
285,24.93489,28.439258,9.2450202,78097.98
286,54.13577,21.356186,12.1947122,90804.58
287,41.30038,22.074968,6.0043088,80241.0
288,33.74432,24.232151,8.5783809,104967.83
289,36.2456,22.924853,15.7252768,30540.72
290,68.67294,22.876741,11.6962606,44568.2
291,44.8844,14.917873,9.554489,80832.77
292,49.75192,18.14952,3.8731228,88015.74
293,75.14318,16.096472,-0.1644506,60442.51
294,61.68779,25.445306,12.9731122,18605.97
295,43.07418,13.762535,16.501686,97642.11
296,68.52398,9.347688,8.1554041,68879.97
297,34.36556,10.527031,4.1352794,53811.62
298,56.13024,27.221416,15.0400388,84465.85
299,16.86525,17.593501,13.8052985,97461.53
300,34.08707,10.719397,15.6229161,103676.81
301,28.37989,17.611137,6.5320972,26245.39
302,42.11924,12.990954,12.8980633,35781.87
303,43.24167,25.106435,14.3350998,89259.83
304,65.75271,9.635161,12.5803761,79517.33
305,27.08314,18.81928,7.2101107,108398.7
306,39.00391,25.113156,7.5271006,155655.35
307,11.12905,10.711837,15.2791648,77683.36
308,35.86855,13.06269,12.3929489,88386.11
309,14.45898,15.544526,7.1493714,68296.39
310,32.20735,12.317372,15.9440339,37637.97
311,21.86037,25.275787,10.2028775,81171.3
312,62.46868,30.654664,7.7577296,90475.68
313,28.73563,21.506283,18.9879756,58871.39
314,57.94793,23.483752,14.6204999,65519.67
315,49.08492,18.341805,9.1466342,80421.68
316,51.38423,24.154684,7.2173552,70394.27
317,65.3194,22.779173,24.0006381,39451.91
318,21.42397,10.375911,4.805093,71164.19
319,40.56745,25.876966,4.9785978,78707.97
320,22.30729,25.311743,7.3576608,54497.42
321,46.17756,28.757758,14.4067376,120106.46
322,32.61348,28.147397,11.2293835,91195.01
323,35.69324,15.28848,8.5710422,61860.25
324,25.64675,24.894583,16.5195098,89992.0
325,33.45842,16.072455,7.5166071,-21417.21
326,17.94774,22.869404,12.2441319,81976.86
327,24.97695,17.059244,7.025698,81198.57
328,26.06295,19.228087,12.4717079,52453.79
329,37.074209,12.054225,10.5772994,32351.22
330,50.145644,20.432791,14.8273981,151985.77
331,45.894465,23.306921,11.4224644,73486.9
332,29.092289,17.965693,7.3167842,103365.76
333,32.736695,11.131794,0.4386436,112716.78
334,19.121241,14.403468,4.0597025,54546.45
335,29.546485,6.010363,12.3748247,68263.69
336,7.8561,16.510934,7.0171677,79713.33
337,47.864377,18.161775,8.8026944,66024.18
338,37.665284,7.841696,11.496786,106362.68
339,52.64526,14.60064,15.0704473,77644.32
340,39.317637,24.600455,9.4041219,79152.9
341,35.184352,16.916899,12.4040646,49580.76
342,44.772712,13.435436,14.7436279,60926.88
343,38.626086,28.922467,17.5745331,55972.1
344,81.825211,15.010754,11.0173521,21475.52
345,32.284513,4.932399,6.7014236,72123.46
346,23.701009,19.853431,10.052924,48563.07
347,25.120912,20.899101,13.7495438,47205.94
348,36.122073,14.723779,10.1708973,86648.54
349,47.262737,23.34056,9.4407062,110816.98
350,39.442779,21.185578,11.2755334,76443.93
351,31.085489,25.274501,7.36396,148654.03
352,35.864499,9.05206,0.6875379,71692.13
353,2.728725,27.831873,8.7789056,58882.45
354,52.280063,29.275477,7.5308941,89083.43
355,50.91198,22.914807,10.7529859,29724.04
356,19.043665,25.013887,12.2761162,94672.19
357,31.325803,17.69621,18.5445348,86314.2
358,40.289338,13.231282,10.2266874,29954.87
359,24.395059,8.759273,10.4112707,94741.24
360,35.390493,23.964461,3.4780247,85927.96
361,16.95552,12.609496,7.3019511,61171.97
362,41.919907,23.011223,6.6483381,77372.65
363,22.206304,14.320234,2.4847692,84788.9
364,10.890699,25.223885,6.6421969,73260.61
365,14.515613,14.18368,8.5892977,65798.86
366,44.387437,22.232506,9.8646849,129376.84
367,36.373961,12.774156,9.7875317,71755.19
368,39.287838,11.027934,1.9706622,29335.54
369,49.159873,31.850545,10.9479982,98486.83
370,56.713665,15.550749,5.4788124,83177.36
371,21.843252,-6.310782,10.3271168,40506.97
372,25.007608,10.04122,6.0533222,79644.27
373,19.512312,31.070449,9.1266994,84641.31
374,35.649817,16.500583,10.1606297,115334.14
375,29.34352,29.213644,11.5304895,120004.39
376,28.654585,10.995939,9.7431292,127300.15
377,26.481258,22.897043,6.1993024,100783.99
378,17.574513,21.008896,4.776879,36339.14
379,14.745761,15.379122,5.930757,85134.69
380,30.476245,14.713553,0.9863204,86832.39
381,15.599984,24.0994,15.0366708,105976.35
382,20.846575,16.604952,10.5068465,71420.6
383,31.28186,15.324347,9.3415295,86395.15
384,26.094295,17.441468,10.0189758,97008.59
385,55.26004,32.649243,4.3480412,97382.88
386,32.292235,14.943276,9.5109957,9651.04
387,42.816032,17.077227,11.1364433,56722.95
388,14.50847,26.475944,10.4627852,41274.16
389,83.65651,10.92131,3.9422024,89871.67
390,17.240728,15.747884,14.3714095,103962.03
391,43.353164,18.704397,7.5786812,113993.92
392,46.723013,17.614582,1.8549818,61189.06
393,65.894273,14.525974,4.8175833,78452.39
394,8.658318,20.484135,7.0992111,38652.58
395,52.892889,20.346021,4.7303261,77009.23
396,42.528522,22.356867,-1.0301292,151345.77
397,25.651633,7.98823,3.3638614,74512.85
398,8.516448,19.960273,6.3381105,30886.89
399,41.136959,14.19106,7.2227007,83969.21
400,57.248955,20.741128,7.6269925,99427.81
401,45.09167,19.306688,6.704795,54838.15
402,21.091764,6.094573,13.3107322,82177.72
403,12.779801,19.871117,3.7278139,44914.98
404,22.866252,15.409502,5.4516704,213711.25
405,28.875205,27.861005,10.0581619,100076.82
406,31.573343,20.84441,9.1605506,73477.56
407,26.744515,16.530181,10.6013932,117077.76
408,33.596947,19.40001,5.86099,69552.53
409,19.824794,14.989779,1.9983159,41554.78
410,13.922255,11.573012,7.2366984,68207.58
411,49.599058,30.848871,7.1717405,117236.71
412,21.641193,16.841632,6.9758142,100508.41
413,31.666606,19.424372,12.6737262,74761.04
414,23.23718,19.707776,14.1704566,36898.52
415,28.438284,17.439622,14.5541195,18469.32
416,27.488401,17.407419,16.010398,70654.7
417,24.258916,16.963809,5.5024458,32674.42
418,24.092453,25.693573,11.779523,60727.93
419,49.525327,23.98326,20.8476209,15490.71
420,33.214926,11.758655,14.5913114,80488.09
421,39.379131,15.788858,8.2688032,16787.25
422,40.727881,25.362405,12.730635,68615.57
423,23.021461,16.777963,15.060052,40348.749
424,47.016278,21.158621,4.287765,75223.835
425,19.342861,18.568214,15.096929,54469.169
426,18.458848,9.417552,11.885685,25924.518
427,36.311979,11.111835,11.381045,67399.521
428,23.640941,11.143291,15.996179,153722.238
429,22.305292,21.371642,15.718804,22559.64
430,48.920872,22.938706,15.394387,25285.443
431,39.705451,12.468742,17.423251,108818.796
432,42.43172,13.36649,7.785513,75147.202
433,15.52633,14.375689,20.392424,117291.217
434,51.622836,35.19825,14.029221,104548.262
435,20.375384,26.142596,23.238544,70435.792
436,28.622994,12.186573,15.106834,58784.347
437,37.492256,20.786155,12.341873,63821.84
438,47.420208,16.580938,16.866407,86308.616
439,37.933118,11.732772,16.187323,58158.656
440,30.835453,3.997847,12.607528,55311.211
441,26.039689,25.486007,13.318762,83580.657
442,6.150618,15.690504,14.992562,73932.426
443,43.963611,14.762327,9.213148,18766.802
444,62.353122,22.016514,10.544954,52176.885
445,33.459499,24.467959,14.173309,82597.059
446,42.370395,23.681678,16.754979,30577.576
447,68.909032,22.652232,9.004232,50050.884
448,11.542388,25.570083,5.644856,64255.43
449,60.275006,18.840036,13.822594,33125.935
450,61.855958,20.035632,6.533289,55906.817
451,80.385534,19.047136,15.552517,58241.684
452,24.898383,21.681257,16.055227,27481.766
453,46.874079,19.42939,14.132668,50225.283
454,48.285992,14.414918,21.196079,21662.257
455,47.494484,10.370517,11.316772,73643.544
456,36.941206,23.767503,10.313056,41150.706
457,50.404016,23.823986,6.56925,22597.225
458,73.020095,18.346506,23.161809,58906.543
459,44.914015,23.55019,9.473841,54471.185
460,33.857562,24.95567,10.955933,-1525.707
461,58.845713,22.612939,16.586728,85721.555
462,18.567595,27.570416,19.328903,90131.575
463,35.893591,25.553345,13.72169,108449.578
464,19.288932,20.755401,11.754244,81190.437
465,32.685064,24.855597,7.130173,69784.406
466,32.345104,24.291573,8.863324,59077.772
467,42.789621,18.917384,9.790548,26791.526
468,25.943034,15.98592,10.142998,76154.578
469,31.024869,28.005089,14.014655,79743.381
470,10.028141,18.901784,11.352723,57514.212
471,21.091225,19.909531,15.432518,78863.115
472,44.557966,16.291195,14.650198,119817.615
473,43.84261,11.502199,10.884415,87933.123
474,51.844771,6.863473,16.751298,44632.949
475,48.366901,15.374295,15.063854,110353.301
476,15.049433,18.131293,7.797814,124472.838
477,24.085279,14.09657,12.696297,105446.736
478,23.090289,22.448253,8.267808,43663.588
479,50.487527,23.416544,4.250139,125466.221
480,32.675075,19.111074,8.790329,96311.748
481,30.760601,9.208963,14.516677,43244.212
482,43.244659,13.547581,14.550241,68820.499
483,27.037359,32.516286,6.69269,46372.569
484,45.327094,13.800316,5.861833,133280.913
485,48.972799,18.138785,12.910705,51935.412
486,22.234546,20.209026,12.548671,27922.922
487,37.157754,22.515713,10.255256,72136.994
488,41.137353,22.459443,7.251903,52530.394
489,51.251756,22.048265,10.085052,94356.019
490,30.465874,18.110451,12.950023,105348.93
491,31.724535,31.332183,17.033089,83972.891
492,27.326588,29.761252,7.22158,93197.288
493,47.802589,14.928939,7.485578,96346.614
494,4.232027,18.990921,12.439811,85335.463
495,50.271136,15.622745,7.657565,7117.823
496,75.659054,28.074918,7.954888,60463.679
497,21.207396,24.099948,10.215657,50916.629
498,42.456853,15.595166,5.001775,39135.399
499,46.940524,14.983617,14.905301,78515.545
500,38.48781,21.964773,8.559099,61852.533
501,36.771493,9.78364,7.385785,87211.85
502,44.819971,20.285358,13.808692,32518.018
503,84.243237,20.981075,7.295888,26424.272
504,50.230148,23.119168,6.83064,85381.111
505,49.653252,25.345574,14.185483,53031.013
506,57.116688,20.73771,13.235407,96230.103
507,58.065121,12.158621,11.069389,70808.235
508,49.200961,26.286302,7.67043,41255.287
509,45.541705,19.810188,13.902333,99145.356
510,30.053865,13.08573,10.951062,68791.44
511,25.360557,13.476606,6.466796,60202.486
512,27.548348,29.735906,9.503326,106214.128
513,25.112108,23.670437,8.649818,76176.368
514,41.663875,20.904836,6.976389,24360.219
515,34.023181,23.67366,3.710643,128778.093
516,15.660952,15.619763,6.338838,75118.383
517,20.448063,12.1812035,5.149451,93165.877
518,54.369324,21.5530417,4.223069,72191.117
519,28.554162,14.1759048,3.523558,72388.758
520,48.535152,27.8848742,5.146436,50374.863
521,68.861372,16.5770608,7.839388,108896.995
522,47.48777,4.1355997,9.081993,104655.419
523,49.954065,28.1597557,15.317628,47765.013
524,43.341587,19.0365367,6.316183,95148.866
525,8.411624,25.8049602,2.614963,23292.234
526,20.417313,13.2976681,4.027882,108250.591
527,59.324862,22.4436487,1.467017,64857.185
528,16.21884,24.5618607,6.745086,118157.568
529,22.777832,21.870897,11.290018,70519.912
530,46.782455,22.4934466,8.326857,52701.694
531,47.677704,41.6022003,10.494469,84900.33
532,48.91399,31.118785,3.632215,40114.854
533,82.953025,17.0877561,5.084417,37134.647
534,61.567497,16.5278105,7.643033,65883.921
535,57.366921,13.8396139,10.888123,85195.057
536,51.911664,10.9857202,8.952905,57366.838
537,37.557332,19.1143795,10.642286,29570.284
538,34.731941,2.620354,10.111776,53003.355
539,47.063332,10.0101497,4.540029,77705.121
540,74.981233,4.5120338,8.828473,23423.844
541,50.607556,6.2289054,11.28851,70887.952
542,38.905081,9.3223897,10.656545,19854.634
543,44.545583,10.6804919,5.530664,121107.761
544,54.734513,13.2654155,11.362421,66528.28
545,50.521634,22.6323258,14.639977,44833.381
546,48.514243,10.7864756,3.181664,51791.991
547,62.730942,11.8895357,13.482875,68407.346
548,37.892442,22.5067717,10.834014,49540.436
549,66.449739,18.7276798,14.257089,67578.855
550,45.047585,0.6214513,8.748127,36967.703
551,26.432693,22.7971729,8.53636,84647.475
552,49.921688,26.8317726,7.25435,63252.869
553,51.971074,15.4222235,5.149886,-4026.741
554,60.82342,31.04175,12.461234,24820.661
555,58.954314,14.893227,8.817119,49428.883
556,66.519132,11.6350489,12.760756,51312.788
557,58.551748,13.0229919,9.939348,72408.314
558,65.410562,26.8819233,13.499266,6297.54
559,91.13646,15.6754107,6.031185,5672.586
560,69.058361,12.9230775,10.223974,44096.869
561,49.042237,16.2671942,11.307368,70441.664
562,53.072225,13.3468557,9.3023,72771.573
563,41.138165,28.7890536,9.989571,66907.193
564,79.34633,15.4937662,5.074395,47793.34
565,25.86599,-1.5550929,11.326917,55876.589
566,25.38034,19.3371776,14.348892,34397.309
567,36.14356,18.5291745,15.465513,66253.983
568,42.43408,3.2337509,11.413255,72635.743
569,57.80743,17.7496901,11.140486,21723.662
570,62.93511,22.5006997,5.200355,80736.123
571,61.37259,9.3395133,14.440528,56254.136
572,49.69365,7.3979003,8.911496,85290.451
573,41.16758,7.4880973,14.151117,90695.814
574,45.57692,4.8679395,6.147995,15021.805
575,38.83788,5.4422626,7.916169,110471.862
576,23.89723,22.7648109,12.567505,63663.476
577,32.44387,8.769778,13.368097,77728.007
578,54.3141,12.2267922,17.086009,66827.14
579,44.34859,19.0241417,5.171502,56709.451
580,36.87059,20.8545267,15.821547,77472.377
581,30.78147,10.3766274,6.324088,60753.685
582,27.35231,15.8801291,12.986442,59105.952
583,39.13431,17.225627,6.089499,96720.125
584,28.63646,15.7186145,5.704972,94788.209
585,85.66653,23.2002202,11.022394,59769.225
586,27.3336,25.510401,12.862829,73615.71
587,53.43369,14.1998404,8.297727,58063.506
588,36.67307,19.1615802,12.007135,103344.24
589,45.92818,14.9512281,6.480555,57857.217
590,43.75181,4.406978,8.920946,55573.112
591,44.35728,-0.9564536,13.588449,83096.756
592,19.90804,28.7220388,10.948449,7075.705
593,49.70822,14.2272055,7.634749,48324.95
594,39.52449,27.0290311,7.332154,70573.705
595,26.27021,16.1878678,16.542399,80676.589
596,37.7465,23.5829937,12.414285,35782.993
597,50.98633,13.8289102,11.560821,64203.941
598,37.24704,5.2787143,8.340107,69196.725
599,53.72084,8.3736577,10.491305,72737.665
600,82.77131,5.785835,9.45625,63560.574
601,43.44799,21.2601477,4.659697,45372.42
602,30.17576,17.9340138,15.733399,60190.319
603,54.57297,24.7961884,20.114337,86831.044
604,26.64676,18.0010256,8.014368,65797.329
605,32.93525,9.4740444,25.352918,43007.177
606,73.10286,11.0891285,11.527502,20384.178
607,29.82625,23.2966714,7.352198,58385.432
608,29.81741,11.4263555,10.045975,90918.169
609,54.49044,16.9249762,3.734064,46277.679
610,47.53062,20.1151647,11.155802,54647.512
611,39.51439,13.549299,8.600378,62939.125
612,20.09715,22.783862,8.829486,88015.901
613,48.0002,16.392383,11.607943,35340.69
614,69.42518,19.008625,12.286866,28389.662
615,55.84726,21.993324,7.724892,88420.831
616,57.13613,7.447045,14.054408,48920.941
