,lp_avg,lp_l2_avg,PAR10
195,0.00308642,0.0392837,1.009109
196,0.00308642,0.0392837,1.009109
197,0.00308642,0.0392837,1.009109
198,0.00308642,0.0392837,52.009109
199,0.00308642,0.0392837,1.009109
200,0.00565611,0.0183507,1262.033
201,0.00565611,0.0183507,683.033
202,0.00565611,0.0183507,675.033
203,0.00565611,0.0183507,72663.033
204,0.00565611,0.0183507,679.033
205,0.00778547,0.0224441,227.653
206,0.00778547,0.0224441,163.653
207,0.00778547,0.0224441,160.653
208,0.00778547,0.0224441,2057.653
209,0.00778547,0.0224441,161.653
210,0.00681962,0.0166669,72019.3538
211,0.00681962,0.0166669,26.3538
212,0.00681962,0.0166669,492.3538
213,0.00681962,0.0166669,72019.3538
214,0.00681962,0.0166669,58.3538
215,0.00191695,0.0248544,72017.4099
216,0.00191695,0.0248544,125.4099
217,0.00191695,0.0248544,67.4099
218,0.00191695,0.0248544,72017.4099
219,0.00191695,0.0248544,89.4099
220,0.00179947,0.0212588,72019.0337
221,0.00179947,0.0212588,994.0337
222,0.00179947,0.0212588,891.0337
223,0.00179947,0.0212588,72019.0337
224,0.00179947,0.0212588,786.0337
225,0.173538,0.21218,72018.7983
226,0.173538,0.21218,3690.7983
227,0.173538,0.21218,72018.7983
228,0.173538,0.21218,72018.7983
229,0.173538,0.21218,72018.7983
230,0.13993,0.221393,72018.8598
231,0.13993,0.221393,527.8598
232,0.13993,0.221393,3247.8598
233,0.13993,0.221393,72018.8598
234,0.13993,0.221393,1466.8598
235,0.166667,0.166667,156.5595
236,0.166667,0.166667,229.5595
237,0.166667,0.166667,163.5595
238,0.166667,0.166667,1336.5595
239,0.166667,0.166667,157.5595
240,0.0767242,0.136136,1164.8299
241,0.0767242,0.136136,637.8299
242,0.0767242,0.136136,733.8299
243,0.0767242,0.136136,5104.8299
244,0.0767242,0.136136,599.8299
245,0.0345228,0.101379,256.0771
246,0.0345228,0.101379,135.0771
247,0.0345228,0.101379,208.0771
248,0.0345228,0.101379,603.0771
249,0.0345228,0.101379,123.0771
250,0.00471667,0.0230973,1211.2775
251,0.00471667,0.0230973,83.2775
252,0.00471667,0.0230973,79.2775
253,0.00471667,0.0230973,3999.2775
254,0.00471667,0.0230973,73.2775
255,0.199727,0.975134,334.9548
256,0.199727,0.975134,31.9548
257,0.199727,0.975134,34.9548
258,0.199727,0.975134,72017.9548
259,0.199727,0.975134,39.9548
260,0.232697,1.06141,93.4278
261,0.232697,1.06141,14.4278
262,0.232697,1.06141,19.4278
263,0.232697,1.06141,106.4278
264,0.232697,1.06141,16.4278
265,0.209311,1.00196,281.1915
266,0.209311,1.00196,22.1915
267,0.209311,1.00196,32.1915
268,0.209311,1.00196,219.1915
269,0.209311,1.00196,23.1915
270,0.296092,1.28673,117.3198
271,0.296092,1.28673,17.3198
272,0.296092,1.28673,16.3198
273,0.296092,1.28673,82.3198
274,0.296092,1.28673,16.3198
275,0.00228038,0.0266396,72018.8147
276,0.00228038,0.0266396,240.8147
277,0.00228038,0.0266396,338.8147
278,0.00228038,0.0266396,72018.8147
279,0.00228038,0.0266396,342.8147
280,0.00128246,0.0197619,72014.754
281,0.00128246,0.0197619,360.754
282,0.00128246,0.0197619,506.754
283,0.00128246,0.0197619,72014.754
284,0.00128246,0.0197619,990.754
285,0.0081724,0.0147296,72015.0162
286,0.0081724,0.0147296,1732.0162
287,0.0081724,0.0147296,559.0162
288,0.0081724,0.0147296,72015.0162
289,0.0081724,0.0147296,72015.0162
290,0.0383534,0.112361,5884.4991
291,0.0383534,0.112361,90.4991
292,0.0383534,0.112361,25.4991
293,0.0383534,0.112361,72018.4991
294,0.0383534,0.112361,27.4991
295,0.15,0.273861,72010.8917
296,0.15,0.273861,28.8917
297,0.15,0.273861,19.8917
298,0.15,0.273861,3471.8917
299,0.15,0.273861,12.8917
300,0.0538934,0.107789,724.1337
301,0.0538934,0.107789,113.1337
302,0.0538934,0.107789,183.1337
303,0.0538934,0.107789,1423.1337
304,0.0538934,0.107789,120.1337
305,0.0770421,0.145691,689.3277
306,0.0770421,0.145691,158.3277
307,0.0770421,0.145691,154.3277
308,0.0770421,0.145691,2009.3277
309,0.0770421,0.145691,130.3277
310,0.0819339,0.150291,968.6439
311,0.0819339,0.150291,130.6439
312,0.0819339,0.150291,142.6439
313,0.0819339,0.150291,1641.6439
314,0.0819339,0.150291,120.6439
315,0.0765307,0.153295,459.6153
316,0.0765307,0.153295,73.6153
317,0.0765307,0.153295,137.6153
318,0.0765307,0.153295,810.6153
319,0.0765307,0.153295,72.6153
320,0.0712376,0.151606,447.6157
321,0.0712376,0.151606,61.6157
322,0.0712376,0.151606,71.6157
323,0.0712376,0.151606,589.6157
324,0.0712376,0.151606,70.6157
325,0.0241214,0.081962,3763.8364
326,0.0241214,0.081962,19.8364
327,0.0241214,0.081962,2339.8364
328,0.0241214,0.081962,624.8364
329,0.0241214,0.081962,22.8364
330,0.257956,0.355426,72019.4132
331,0.257956,0.355426,1583.4132
332,0.257956,0.355426,72019.4132
333,0.257956,0.355426,72019.4132
334,0.257956,0.355426,3767.4132
335,0.0103867,0.0460516,72019.5238
336,0.0103867,0.0460516,28.5238
337,0.0103867,0.0460516,43.5238
338,0.0103867,0.0460516,72019.5238
339,0.0103867,0.0460516,31.5238
340,0.194969,0.246575,100.2444
341,0.194969,0.246575,30.2444
342,0.194969,0.246575,36.2444
343,0.194969,0.246575,283.2444
344,0.194969,0.246575,40.2444
345,0.113662,0.197284,58.4108
346,0.113662,0.197284,13.4108
347,0.113662,0.197284,12.4108
348,0.113662,0.197284,49.4108
349,0.113662,0.197284,12.4108
350,0.2257,0.272066,33.7575
351,0.2257,0.272066,22.7575
352,0.2257,0.272066,28.7575
353,0.2257,0.272066,59.7575
354,0.2257,0.272066,23.7575
355,0.224862,0.273584,67.5972
356,0.224862,0.273584,128.5972
357,0.224862,0.273584,41.5972
358,0.224862,0.273584,668.5972
359,0.224862,0.273584,109.5972
360,0.0214848,0.0860789,72018.2846
361,0.0214848,0.0860789,557.2846
362,0.0214848,0.0860789,816.2846
363,0.0214848,0.0860789,72018.2846
364,0.0214848,0.0860789,2069.2846
365,147.878,12159.4,72047.891
366,147.878,12159.4,190.891
367,147.878,12159.4,136.891
368,147.878,12159.4,72047.891
369,147.878,12159.4,512.891
370,4.23968e-05,0.00347746,72093.8494
371,4.23968e-05,0.00347746,317.8494
372,4.23968e-05,0.00347746,326.8494
373,4.23968e-05,0.00347746,72093.8494
374,4.23968e-05,0.00347746,494.8494
375,0.307544,4.00148,232.0555
376,0.307544,4.00148,43.0555
377,0.307544,4.00148,45.0555
378,0.307544,4.00148,196.0555
379,0.307544,4.00148,45.0555
380,0.000185951,0.00684066,72012.4449
381,0.000185951,0.00684066,533.4449
382,0.000185951,0.00684066,667.4449
383,0.000185951,0.00684066,1926.4449
384,0.000185951,0.00684066,1199.4449
385,0.000580174,0.0121711,72038.1504
386,0.000580174,0.0121711,86.1504
387,0.000580174,0.0121711,179.1504
388,0.000580174,0.0121711,72038.1504
389,0.000580174,0.0121711,62.1504
390,0.0401172,0.0967917,83.5291
391,0.0401172,0.0967917,64.5291
392,0.0401172,0.0967917,142.5291
393,0.0401172,0.0967917,72019.5291
394,0.0401172,0.0967917,30.5291
395,0.0513539,0.11841,72019.1543
396,0.0513539,0.11841,72019.1543
397,0.0513539,0.11841,72019.1543
398,0.0513539,0.11841,72019.1543
399,0.0513539,0.11841,2687.1543
400,0.0144737,0.0837708,81.4873
401,0.0144737,0.0837708,12.4873
402,0.0144737,0.0837708,13.4873
403,0.0144737,0.0837708,113.4873
404,0.0144737,0.0837708,11.4873
405,0.0150055,0.0610575,15.4408
406,0.0150055,0.0610575,12.4408
407,0.0150055,0.0610575,13.4408
408,0.0150055,0.0610575,37.4408
409,0.0150055,0.0610575,12.4408
410,0.0203419,0.0790975,72019.4379
411,0.0203419,0.0790975,25.4379
412,0.0203419,0.0790975,82.4379
413,0.0203419,0.0790975,110.4379
414,0.0203419,0.0790975,58.4379
415,0.126734,0.937964,2.308648
416,0.126734,0.937964,1.308648
417,0.126734,0.937964,1.308648
418,0.126734,0.937964,2.308648
419,0.126734,0.937964,1.308648
420,0.096195,0.154206,3163.1358
421,0.096195,0.154206,26.1358
422,0.096195,0.154206,237.1358
423,0.096195,0.154206,72018.1358
424,0.096195,0.154206,23.1358
425,0.0956928,0.112614,81.9245
426,0.0956928,0.112614,22.9245
427,0.0956928,0.112614,33.9245
428,0.0956928,0.112614,830.9245
429,0.0956928,0.112614,24.9245
430,0.019784,0.0708779,72019.1364
431,0.019784,0.0708779,95.1364
432,0.019784,0.0708779,72019.1364
433,0.019784,0.0708779,72019.1364
434,0.019784,0.0708779,45.1364
435,0.0625,0.16165,72018.5379
436,0.0625,0.16165,467.5379
437,0.0625,0.16165,72018.5379
438,0.0625,0.16165,72018.5379
439,0.0625,0.16165,170.5379
440,0.0627219,0.149159,72018.8599
441,0.0627219,0.149159,298.8599
442,0.0627219,0.149159,72018.8599
443,0.0627219,0.149159,72018.8599
444,0.0627219,0.149159,177.8599
445,0.0263889,0.0795493,25.3065
446,0.0263889,0.0795493,23.3065
447,0.0263889,0.0795493,39.3065
448,0.0263889,0.0795493,68.3065
449,0.0263889,0.0795493,31.3065
450,0.0421245,0.096602,72019.2001
451,0.0421245,0.096602,42.2001
452,0.0421245,0.096602,72019.2001
453,0.0421245,0.096602,72019.2001
454,0.0421245,0.096602,25.2001
455,0.0620094,0.153818,72019.1721
456,0.0620094,0.153818,205.1721
457,0.0620094,0.153818,72019.1721
458,0.0620094,0.153818,72019.1721
459,0.0620094,0.153818,61.1721
460,0.0566239,0.137385,72018.238
461,0.0566239,0.137385,1996.238
462,0.0566239,0.137385,72018.238
463,0.0566239,0.137385,72018.238
464,0.0566239,0.137385,527.238
465,0.0410684,0.119516,1278.0715
466,0.0410684,0.119516,96.0715
467,0.0410684,0.119516,114.0715
468,0.0410684,0.119516,72018.0715
469,0.0410684,0.119516,140.0715
470,0.0439594,0.118674,72040.4813
471,0.0439594,0.118674,536.4813
472,0.0439594,0.118674,141.4813
473,0.0439594,0.118674,72040.4813
474,0.0439594,0.118674,2415.4813
475,0.0505296,0.119447,1609.8024
476,0.0505296,0.119447,166.8024
477,0.0505296,0.119447,82.8024
478,0.0505296,0.119447,72030.8024
479,0.0505296,0.119447,135.8024
480,0.5,0.5,457.4298
481,0.5,0.5,473.4298
482,0.5,0.5,306.4298
483,0.5,0.5,767.4298
484,0.5,0.5,227.4298
485,0.0454545,0.109109,72018.2003
486,0.0454545,0.109109,1492.2003
487,0.0454545,0.109109,6599.2003
488,0.0454545,0.109109,72018.2003
489,0.0454545,0.109109,22.2003
490,0.00165184,0.0223569,1585.8504
491,0.00165184,0.0223569,101.8504
492,0.00165184,0.0223569,194.8504
493,0.00165184,0.0223569,1043.8504
494,0.00165184,0.0223569,112.8504
495,0.111111,0.235702,61.2171
496,0.111111,0.235702,34.2171
497,0.111111,0.235702,33.2171
498,0.111111,0.235702,50.2171
499,0.111111,0.235702,24.2171
500,0.00223355,0.0334181,72018.9392
501,0.00223355,0.0334181,601.9392
502,0.00223355,0.0334181,1023.9392
503,0.00223355,0.0334181,1225.9392
504,0.00223355,0.0334181,552.9392
505,0.0876746,1.24549,417.3133
506,0.0876746,1.24549,22.3133
507,0.0876746,1.24549,61.3133
508,0.0876746,1.24549,36.3133
509,0.0876746,1.24549,22.3133
510,0.00196991,0.0213174,73031.54
511,0.00196991,0.0213174,4710.54
512,0.00196991,0.0213174,1552.54
513,0.00196991,0.0213174,73031.54
514,0.00196991,0.0213174,1317.54
515,0.023365,0.200478,68.6302
516,0.023365,0.200478,28.6302
517,0.023365,0.200478,25.6302
518,0.023365,0.200478,48.6302
519,0.023365,0.200478,26.6302
520,0.0552038,0.130028,493.5636
521,0.0552038,0.130028,179.5636
522,0.0552038,0.130028,550.5636
523,0.0552038,0.130028,72026.5636
524,0.0552038,0.130028,167.5636
525,0.0256848,0.0752826,72019.0327
526,0.0256848,0.0752826,24.0327
527,0.0256848,0.0752826,28.0327
528,0.0256848,0.0752826,86.0327
529,0.0256848,0.0752826,25.0327
530,0.00948528,0.0561219,11.112
531,0.00948528,0.0561219,11.112
532,0.00948528,0.0561219,11.112
533,0.00948528,0.0561219,14.112
534,0.00948528,0.0561219,11.112
535,0.0205767,0.086948,25.7749
536,0.0205767,0.086948,591.7749
537,0.0205767,0.086948,37.7749
538,0.0205767,0.086948,72018.7749
539,0.0205767,0.086948,36.7749
540,0.0689074,0.162752,72016.3661
541,0.0689074,0.162752,17.3661
542,0.0689074,0.162752,24.3661
543,0.0689074,0.162752,72016.3661
544,0.0689074,0.162752,17.3661
545,0.0415278,0.13621,72016.6383
546,0.0415278,0.13621,18.6383
547,0.0415278,0.13621,24.6383
548,0.0415278,0.13621,72016.6383
549,0.0415278,0.13621,19.6383
550,0.000711765,0.0187602,58.24636
551,0.000711765,0.0187602,24.24636
552,0.000711765,0.0187602,17.24636
553,0.000711765,0.0187602,284.24636
554,0.000711765,0.0187602,13.24636
555,8.70588e-06,0.000406708,14.45687
556,8.70588e-06,0.000406708,6.45687
557,8.70588e-06,0.000406708,6.45687
558,8.70588e-06,0.000406708,11.45687
559,8.70588e-06,0.000406708,4.45687
560,0.0222159,0.0905,72016.8596
561,0.0222159,0.0905,106.8596
562,0.0222159,0.0905,72016.8596
563,0.0222159,0.0905,72016.8596
564,0.0222159,0.0905,329.8596
565,0.00267625,0.0283399,24.2882
566,0.00267625,0.0283399,15.2882
567,0.00267625,0.0283399,15.2882
568,0.00267625,0.0283399,57.2882
569,0.00267625,0.0283399,16.2882
570,4.44444e-06,0.00023094,12.51263
571,4.44444e-06,0.00023094,5.51263
572,4.44444e-06,0.00023094,6.51263
573,4.44444e-06,0.00023094,55.51263
574,4.44444e-06,0.00023094,6.51263
575,0.0154839,0.087982,72018.4757
576,0.0154839,0.087982,105.4757
577,0.0154839,0.087982,72018.4757
578,0.0154839,0.087982,72018.4757
579,0.0154839,0.087982,31.4757
580,0.0535221,0.126432,103.1345
581,0.0535221,0.126432,24.1345
582,0.0535221,0.126432,362.1345
583,0.0535221,0.126432,72013.1345
584,0.0535221,0.126432,48.1345
585,0.00321086,0.0291339,161.2303
586,0.00321086,0.0291339,20.2303
587,0.00321086,0.0291339,351.2303
588,0.00321086,0.0291339,1987.2303
589,0.00321086,0.0291339,24.2303
590,0.0135064,0.0681552,181.5224
591,0.0135064,0.0681552,25.5224
592,0.0135064,0.0681552,29.5224
593,0.0135064,0.0681552,260.5224
594,0.0135064,0.0681552,21.5224
595,7.41418e-05,0.00480886,244.4099
596,7.41418e-05,0.00480886,12.4099
597,7.41418e-05,0.00480886,14.4099
598,7.41418e-05,0.00480886,15.4099
599,7.41418e-05,0.00480886,15.4099
600,0.016065,0.0699915,72018.8729
601,0.016065,0.0699915,27.8729
602,0.016065,0.0699915,70.8729
603,0.016065,0.0699915,72018.8729
604,0.016065,0.0699915,21.8729
605,0.0232095,0.0825216,72016.9894
606,0.0232095,0.0825216,82.9894
607,0.0232095,0.0825216,46.9894
608,0.0232095,0.0825216,497.9894
609,0.0232095,0.0825216,80.9894
610,0.0141596,0.0709138,197.1605
611,0.0141596,0.0709138,7.1605
612,0.0141596,0.0709138,9.1605
613,0.0141596,0.0709138,17.1605
614,0.0141596,0.0709138,8.1605
615,0.0183257,0.0806382,240.8268
616,0.0183257,0.0806382,33.8268
617,0.0183257,0.0806382,73.8268
618,0.0183257,0.0806382,251.8268
619,0.0183257,0.0806382,36.8268
620,0.0170424,0.078982,153.6772
621,0.0170424,0.078982,26.6772
622,0.0170424,0.078982,35.6772
623,0.0170424,0.078982,123.6772
624,0.0170424,0.078982,24.6772
625,0.0244428,0.092063,386.5275
626,0.0244428,0.092063,47.5275
627,0.0244428,0.092063,140.5275
628,0.0244428,0.092063,322.5275
629,0.0244428,0.092063,123.5275
630,0.0670775,0.152377,66.8171
631,0.0670775,0.152377,190.8171
632,0.0670775,0.152377,82.8171
633,0.0670775,0.152377,724.8171
634,0.0670775,0.152377,122.8171
635,0.0705893,0.156377,319.7695
636,0.0705893,0.156377,56.7695
637,0.0705893,0.156377,68.7695
638,0.0705893,0.156377,231.7695
639,0.0705893,0.156377,92.7695
640,0.0621327,0.148362,313.4644
641,0.0621327,0.148362,28.4644
642,0.0621327,0.148362,81.4644
643,0.0621327,0.148362,260.4644
644,0.0621327,0.148362,115.4644
645,0.0748882,0.161254,72018.9662
646,0.0748882,0.161254,490.9662
647,0.0748882,0.161254,358.9662
648,0.0748882,0.161254,72018.9662
649,0.0748882,0.161254,384.9662
650,0.00154059,0.0232351,1021.3493
651,0.00154059,0.0232351,50.3493
652,0.00154059,0.0232351,59.3493
653,0.00154059,0.0232351,528.3493
654,0.00154059,0.0232351,85.3493
655,0.0804908,0.167199,1119.4093
656,0.0804908,0.167199,445.4093
657,0.0804908,0.167199,1214.4093
658,0.0804908,0.167199,1363.4093
659,0.0804908,0.167199,226.4093
660,0.00379936,0.0312382,26.11955
661,0.00379936,0.0312382,4.11955
662,0.00379936,0.0312382,4.11955
663,0.00379936,0.0312382,27.11955
664,0.00379936,0.0312382,3.11955
665,0.0225924,0.0670467,375.839
666,0.0225924,0.0670467,31.839
667,0.0225924,0.0670467,32.839
668,0.0225924,0.0670467,433.839
669,0.0225924,0.0670467,67.839
670,0.105674,0.125364,2255.158
671,0.105674,0.125364,579.158
672,0.105674,0.125364,417.158
673,0.105674,0.125364,72019.158
674,0.105674,0.125364,85.158
675,1.51061,22.0732,3939.30242
676,1.51061,22.0732,3506.30242
677,1.51061,22.0732,5.30242
678,1.51061,22.0732,72004.30242
679,1.51061,22.0732,5.30242
680,0.0956622,0.217858,95.6077
681,0.0956622,0.217858,16.6077
682,0.0956622,0.217858,26.6077
683,0.0956622,0.217858,133.6077
684,0.0956622,0.217858,16.6077
685,0.00431023,0.0383403,88.7144
686,0.00431023,0.0383403,21.7144
687,0.00431023,0.0383403,30.7144
688,0.00431023,0.0383403,138.7144
689,0.00431023,0.0383403,20.7144
690,0.167955,0.26781,353.127
691,0.167955,0.26781,44.127
692,0.167955,0.26781,48.127
693,0.167955,0.26781,85.127
694,0.167955,0.26781,27.127
695,0.010927,0.0593727,1608.86302
696,0.010927,0.0593727,3.86302
697,0.010927,0.0593727,42.86302
698,0.010927,0.0593727,1286.86302
699,0.010927,0.0593727,2.86302
700,0.00625,0.0559017,2285.3763
701,0.00625,0.0559017,918.3763
702,0.00625,0.0559017,179.3763
703,0.00625,0.0559017,579.3763
704,0.00625,0.0559017,245.3763
705,0.12103,0.204948,599.7576
706,0.12103,0.204948,61.7576
707,0.12103,0.204948,53.7576
708,0.12103,0.204948,1367.7576
709,0.12103,0.204948,75.7576
710,0.00608763,0.0351429,72054.4255
711,0.00608763,0.0351429,103.4255
712,0.00608763,0.0351429,183.4255
713,0.00608763,0.0351429,819.4255
714,0.00608763,0.0351429,168.4255
715,0.150266,0.170843,782.8201
716,0.150266,0.170843,106.8201
717,0.150266,0.170843,220.8201
718,0.150266,0.170843,1309.8201
719,0.150266,0.170843,164.8201
720,0.00331515,0.0245611,72017.2694
721,0.00331515,0.0245611,1350.2694
722,0.00331515,0.0245611,72017.2694
723,0.00331515,0.0245611,72017.2694
724,0.00331515,0.0245611,293.2694
725,0.381044,1.59726,103.4642
726,0.381044,1.59726,49.4642
727,0.381044,1.59726,22.4642
728,0.381044,1.59726,110.4642
729,0.381044,1.59726,23.4642
730,0.0219583,0.0820289,72041.701
731,0.0219583,0.0820289,594.701
732,0.0219583,0.0820289,152.701
733,0.0219583,0.0820289,2334.701
734,0.0219583,0.0820289,46.701
735,-512.0,-512.0,72092.6745
736,-512.0,-512.0,128.6745
737,-512.0,-512.0,176.6745
738,-512.0,-512.0,72092.6745
739,-512.0,-512.0,150.6745
740,0.0385358,0.115703,158.1182
741,0.0385358,0.115703,33.1182
742,0.0385358,0.115703,46.1182
743,0.0385358,0.115703,456.1182
744,0.0385358,0.115703,182.1182
745,0.0506982,0.1218,72027.171
746,0.0506982,0.1218,106.171
747,0.0506982,0.1218,72027.171
748,0.0506982,0.1218,72027.171
749,0.0506982,0.1218,76.171
750,0.00883524,0.0478065,5188.87
751,0.00883524,0.0478065,3030.87
752,0.00883524,0.0478065,2450.87
753,0.00883524,0.0478065,3898.87
754,0.00883524,0.0478065,2591.87
755,0.00962187,0.0487913,72416.895
756,0.00962187,0.0487913,72416.895
757,0.00962187,0.0487913,3954.895
758,0.00962187,0.0487913,72416.895
759,0.00962187,0.0487913,72416.895
